H14-1930,Heumen,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-042,Heumen.pdf,9,,"Mobiliteit Voor de grotere mobiliteitsopgaven werken we samen binnen de Groene Metropoolregio Arnhem– Nijmegen, in de deelopgave ‘De verbonden regio’.",T11,T11: Interbestuurlijke samenwerking,Druk op de ruimte,2,2,Samenwerkingsvraag,,Nee,H14 volledige paginatekstscan
H14-1931,Heumen,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-042,Heumen.pdf,9,,Zo blijven we inspanning leveren voor onder andere veilig werkverkeer en een goede ontsluiting van de Kanaalzone. Verder realiseren we de route ten behoeve van onder andere landbouwverkeer als onderdeel van Heumen-West om de kern te ontlasten.,T04; T11,"T04: Doorstroming, verkeersdruk en ontsluiting; T11: Overig binnen afbakening",Druk op de ruimte,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-1932,Horst aan de Maas,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-044,Horst aan de Maas.pdf,10,,waar het dorp elkaar ontmoet. Leefbaarheid gaat over meer,T06; T08,"T06: Leefbaarheid, gezondheid en ruimtelijke kwaliteit; T08: Bereikbaarheid van kernen en buitengebied","Leefbaarheid gaat over kwaliteit van samen leven, de plek",1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-1933,Horst aan de Maas,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-044,Horst aan de Maas.pdf,12,,"Een bereikbare gemeente in een sterke regio. Bereikbaarheid is cruciaal voor leefbaarheid, veiligheid en economische ontwikkeling.",T11,T11: Interbestuurlijke samenwerking,en ontwikkelen in balans met hun en onze gezamenlijke leefomgeving en onze,1,1,Samenwerkingsvraag,,Nee,H14 volledige paginatekstscan
H14-1934,Horst aan de Maas,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-044,Horst aan de Maas.pdf,12,,Een sterk treinstation vormt daarbij het kloppend hart van onze gemeente.,T03,"T03: Spoor, stations, tram en metro",en ontwikkelen in balans met hun en onze gezamenlijke leefomgeving en onze,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-1935,Horst aan de Maas,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-044,Horst aan de Maas.pdf,12,,"mobiliteit. We versterken de verbindingen tussen dorpen, verbeteren schoolroutes, organiseren we waar vrachtverkeer om de kernen heen kan en we bouwen aan een",T01; T09,T01: Schoolroutes en kwetsbare verkeersdeelnemers; T09: Vracht- en regionale logistiek,en ontwikkelen in balans met hun en onze gezamenlijke leefomgeving en onze,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-1936,Horst aan de Maas,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-044,Horst aan de Maas.pdf,15,,"van onze gemeente. Wonen, werken, landbouw, natuur, water, energie, mobiliteit, recreatie, gezondheid en leefbaarheid vragen allemaal om plek.",T06,"T06: Leefbaarheid, gezondheid en ruimtelijke kwaliteit",Een sterke natuur is de onmisbare basis voor een gezonde en toekomstbestendige,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-1937,Horst aan de Maas,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-044,Horst aan de Maas.pdf,32,,"alleen naar behoud, maar ook naar vernieuwing, clustering en toekomstbestendige oplossingen die passen bij het dorp(en). Hierbij beslissen we niet over de gemeenschap, maar altijd in samenspraak met.",T08,T08: Bereikbaarheid van kernen en buitengebied,"opgaven. Voorzieningen, ontmoetingsplekken, verenigingen, sport, cultuur en de",1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-1938,Horst aan de Maas,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-044,Horst aan de Maas.pdf,35,,multifunctionele accommodaties of dorps-overstijgende voorzieningen. Daarbij hebben we nadrukkelijk oog voor lopende en bekende vraagstukken.,T08,T08: Bereikbaarheid van kernen en buitengebied,"• We investeren in sterke, toegankelijke en toekomstbestendige voorzieningen in alle",1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-1939,Horst aan de Maas,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-044,Horst aan de Maas.pdf,35,,"multifunctionele accommodaties of dorps-overstijgende voorzieningen. Daarbij hebben we nadrukkelijk oog voor lopende en bekende vraagstukken. We investeren, vooral financieel, in ontmoeting en leefbaarheid. Een belangrijk",T06; T08,"T06: Leefbaarheid, gezondheid en ruimtelijke kwaliteit; T08: Bereikbaarheid van kernen en buitengebied","• We investeren in sterke, toegankelijke en toekomstbestendige voorzieningen in alle",2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-1940,Horst aan de Maas,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-044,Horst aan de Maas.pdf,42,,"We blijven onze aanpak geweld in afhankelijkheidsrelaties doorzetten met een sterke lokale toegang, intensieve casusregie en een leidende rol in de regio. We werken aan een toegankelijke openbare ruimte. Openbare toiletten organiseren wij bij de verbouwing van het gemeentehuis.",T06; T08; T11,T06: Herverdeling van openbare ruimte; T08: Mensen met een beperking en ouderen; T11: Interbestuurlijke samenwerking,Niet ieder probleem vraagt om professionele zorg; waar mogelijk versterken we,2,2,Samenwerkingsvraag,,Nee,H14 volledige paginatekstscan
H14-1941,Horst aan de Maas,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-044,Horst aan de Maas.pdf,42,,We werken aan een toegankelijke openbare ruimte. Openbare toiletten organiseren wij bij de verbouwing van het gemeentehuis.,T06; T08,T06: Herverdeling van openbare ruimte; T08: Mensen met een beperking en ouderen,Niet ieder probleem vraagt om professionele zorg; waar mogelijk versterken we,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-1942,Horst aan de Maas,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-044,Horst aan de Maas.pdf,42,,"We werken aan een toegankelijke openbare ruimte. Openbare toiletten organiseren wij bij de verbouwing van het gemeentehuis. We versterken de samenwerking tussen en met zorgaanbieders, verwijzers en",T06; T08; T11,T06: Herverdeling van openbare ruimte; T08: Mensen met een beperking en ouderen; T11: Interbestuurlijke samenwerking,Niet ieder probleem vraagt om professionele zorg; waar mogelijk versterken we,2,2,Samenwerkingsvraag,Probleem,Nee,H14 volledige paginatekstscan
H14-1943,Horst aan de Maas,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-044,Horst aan de Maas.pdf,45,,"We zetten in op toekomstbestendige schoolvoorzieningen met extra aandacht voor bewegingsonderwijs, zowel binnen als buiten, in een veilige omgeving met goede en veilige bereikbaarheid en een sterke aansluiting tussen onderwijs en arbeidsmarkt. Daarbij hebben we oog voor techniek, vakonderwijs, mbo en hbo, zodat jongeren zich kunnen ontwikkelen én kansen houden in onze regio.",T11,T11: Interbestuurlijke samenwerking,Wat willen we bereiken?,2,2,Samenwerkingsvraag,,Nee,H14 volledige paginatekstscan
H14-1944,Horst aan de Maas,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-044,Horst aan de Maas.pdf,46,,We zorgen voor goed en toegankelijk leerlingenvervoer.,T03; T08,T03: Vraagafhankelijk en doelgroepenvervoer; T08: Mensen met een beperking en ouderen,Hoe gaan we dat doen?,2,2,Beleidsopdracht,Probleem,Nee,H14 volledige paginatekstscan
H14-1945,Horst aan de Maas,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-044,Horst aan de Maas.pdf,46,,"We zorgen voor goed en toegankelijk leerlingenvervoer. We versterken de aansluiting tussen onderwijs en arbeidsmarkt, met extra aandacht voor techniek, vakonderwijs, mbo en sectoren die belangrijk zijn voor onze regio, zoals agribusiness, zorg en innovatie.",T03; T08; T11,T03: Vraagafhankelijk en doelgroepenvervoer; T08: Mensen met een beperking en ouderen; T11: Interbestuurlijke samenwerking,Hoe gaan we dat doen?,2,2,Samenwerkingsvraag,Probleem,Nee,H14 volledige paginatekstscan
H14-1946,Horst aan de Maas,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-044,Horst aan de Maas.pdf,46,,"onderwijs. Daarbij bewaken we de balans tussen onderwijsondersteuning en zorg, en blijven we kritisch op de rolverdeling en uitvoerbaarheid. We zorgen voor goed en toegankelijk leerlingenvervoer.",T03; T08; T11,"T03: Vraagafhankelijk en doelgroepenvervoer; T08: Mensen met een beperking en ouderen; T11: Visies, programma’s en uitvoering",Hoe gaan we dat doen?,2,2,Beleidsopdracht,Probleem,Nee,H14 volledige paginatekstscan
H14-1947,Horst aan de Maas,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-044,Horst aan de Maas.pdf,52,,We kijken naar praktische oplossingen om de parkeerdruk in Horst-centrum te verminderen.,T05,T05: Parkeercapaciteit en parkeerdruk,• We versterken het ondernemersklimaat en zorgen dat ondernemers ervaren dat de,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-1948,Horst aan de Maas,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-044,Horst aan de Maas.pdf,52,,Werken met venstertijden voor bevoorrading wordt overwogen.,T09,T09: Stads- en last-mile-logistiek,• We versterken het ondernemersklimaat en zorgen dat ondernemers ervaren dat de,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-1949,Horst aan de Maas,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-044,Horst aan de Maas.pdf,55,,Grootschalige logistiek willen we niet toestaan; logistiek is alleen mogelijk als ondersteunend onderdeel van lokale bedrijvigheid.,T09,T09: Vracht- en regionale logistiek,Wat willen we bereiken?,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-1950,Horst aan de Maas,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-044,Horst aan de Maas.pdf,55,,We zorgen voor voldoende ruimte voor lokale ondernemers en regionale economische ontwikkeling die aansluit bij ons economisch profiel en de brede welvaart versterken. Grootschalige logistiek willen we niet toestaan; logistiek is alleen mogelijk als ondersteunend onderdeel van lokale bedrijvigheid.,T06,T06: Overig binnen afbakening,Wat willen we bereiken?,2,2,Samenwerkingsvraag,Probleem,Nee,H14 volledige paginatekstscan
H14-1951,Horst aan de Maas,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-044,Horst aan de Maas.pdf,63,,We creëren extra ruimte voor boomteelt in LOG Witveldweg (containervelden) en buffer Klaver 7 (laanbomen). We denken mee in het creëren van een ondersteunende logistieke hub voor lokale bedrijven.,T06; T09,T06: Overig binnen afbakening; T09: Vracht- en regionale logistiek,"waterschap, landschapspartners, provincies en financiële instellingen aan concreet",1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-1952,Horst aan de Maas,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-044,Horst aan de Maas.pdf,63,,We denken mee in het creëren van een ondersteunende logistieke hub voor lokale bedrijven.,T09,T09: Vracht- en regionale logistiek,"waterschap, landschapspartners, provincies en financiële instellingen aan concreet",1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-1953,Horst aan de Maas,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-044,Horst aan de Maas.pdf,66,,We werken aan een goede ontsluiting van informatie voor toeristen.,T04,"T04: Doorstroming, verkeersdruk en ontsluiting",Hoe gaan we dat doen?,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-1954,Horst aan de Maas,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-044,Horst aan de Maas.pdf,75,,"Dat betekent dat we nu keuzes maken voor wat over 10 tot 20 jaar nodig is, met bijzondere aandacht voor nieuwe woongebieden, verkeersveiligheid en bereikbaarheid van onze kernen.",T01,T01: Overig binnen afbakening,,2,2,Beleidsopdracht,,Nee,Eerder gevalideerd bewijsanker; H14 herbevestigd
H14-1955,Horst aan de Maas,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-044,Horst aan de Maas.pdf,75,,"We zetten in op veilige en aantrekkelijke verbindingen tussen dorpen, voorzieningen en het station, en werken aan een mobiliteitssysteem waarin iedereen mee kan doen, ook ouderen, jongeren en mensen met een beperking en mensen met een kleine portemonnee.",T03; T08,"T03: Spoor, stations, tram en metro; T08: Mensen met een beperking en ouderen",,2,2,Lokale kwestie,,Nee,Eerder gevalideerd bewijsanker; H14 herbevestigd
H14-1956,Horst aan de Maas,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-044,Horst aan de Maas.pdf,75,,"We benutten onze strategische ligging aan de A67 en A73 en werken aan een slimme en duurzame mobiliteit waarin auto, fiets, openbaar vervoer en deelmobiliteit elkaar aanvullen.",T02; T03; T07,T02: Fietsnetwerk en routekwaliteit; T03: Bus en openbaar vervoer; T07: Deelmobiliteit,Wat willen we bereiken?,1,1,Innovatie of kans,,Nee,H14 volledige paginatekstscan
H14-1957,Horst aan de Maas,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-044,Horst aan de Maas.pdf,75,,"We benutten onze strategische ligging aan de A67 en A73 en werken aan een slimme en duurzame mobiliteit waarin auto, fiets, openbaar vervoer en deelmobiliteit elkaar aanvullen. Daarbij blijft de auto voor veel inwoners onmisbaar, maar zorgen we ook voor goede en realistische alternatieven voor wie anders wil of moet reizen.",T02; T03; T07; T11,T02: Fietsnetwerk en routekwaliteit; T03: Bus en openbaar vervoer; T07: Deelmobiliteit; T11: Overig binnen afbakening,Wat willen we bereiken?,2,2,Innovatie of kans,Probleem,Nee,H14 volledige paginatekstscan
