H14-0796,Coevorden,Rechtstreeks,Rechtstreeks,Drenthe,SRC-021,Coevorden.pdf,7,13,"We zorgen dat de stations Coevorden en Dalen functioneren als sterke overstappunten tussen trein, bus, fiets en deelmobiliteit.",T02; T03; T07,"T02: Fietsnetwerk en routekwaliteit; T03: Spoor, stations, tram en metro; T07: Deelmobiliteit",,2,2,Beleidsopdracht,Probleem,Nee,Eerder gevalideerd bewijsanker; H14 herbevestigd
H14-0797,Coevorden,Rechtstreeks,Rechtstreeks,Drenthe,SRC-021,Coevorden.pdf,7,13,"maken we de plannen en bijhorende financiering van de zuidelijke rondweg concreet, met oog op snelle realisatie.",T04; T11,"T04: Hoofdwegen, corridors en aansluitingen; T11: Financiering, subsidie en cofinanciering",,2,2,Beleidsopdracht,,Nee,Eerder gevalideerd bewijsanker; H14 herbevestigd
H14-0798,Coevorden,Rechtstreeks,Rechtstreeks,Drenthe,SRC-021,Coevorden.pdf,7,,De komst van de Nedersaksenlijn vraagt om toekomstbestendige investeringen.,T03,"T03: Spoor, stations, tram en metro","mobiliteitsvisie: we verbreden te smalle fietspaden,",1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-0799,Coevorden,Rechtstreeks,Rechtstreeks,Drenthe,SRC-021,Coevorden.pdf,7,,In het nieuwe Wegenbeheerplan 2029– 2032 krijgt onderhoud een prominente plek.,T10,T10: Assetmanagement en beheerplanning,"mobiliteitsvisie: we verbreden te smalle fietspaden,",3,3,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-0800,Coevorden,Rechtstreeks,Rechtstreeks,Drenthe,SRC-021,Coevorden.pdf,7,,Niet alles is op te lossen met openbaar vervoer.,T03,T03: Bus en openbaar vervoer,"mobiliteitsvisie: we verbreden te smalle fietspaden,",1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-0801,Coevorden,Rechtstreeks,Rechtstreeks,Drenthe,SRC-021,Coevorden.pdf,7,,"We hebben slimme oplossingen nodig om verbonden en bereikbaar te blijven, met vervoersmiddelen zoals trein, auto en fiets, én een goede infrastructuur van wegen, fiets- en voetpaden en spoorlijnen.",T02; T03,"T02: Voetgangersnetwerk en lopen; T03: Spoor, stations, tram en metro","mobiliteitsvisie: we verbreden te smalle fietspaden,",1,1,Innovatie of kans,,Nee,H14 volledige paginatekstscan
H14-0802,Coevorden,Rechtstreeks,Rechtstreeks,Drenthe,SRC-021,Coevorden.pdf,7,,"Zo versterkt de Nedersaksenlijn niet alleen de verbinding met Groningen en Enschede, maar worden de dorpen beter verbonden met de lijn én met elkaar.",T03,"T03: Spoor, stations, tram en metro","mobiliteitsvisie: we verbreden te smalle fietspaden,",2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-0803,Coevorden,Rechtstreeks,Rechtstreeks,Drenthe,SRC-021,Coevorden.pdf,7,,versterken wij de bereikbaarheid van onze dorpen in relatie tot de komst van de Nedersaksenlijn.,T03,"T03: Spoor, stations, tram en metro","mobiliteitsvisie: we verbreden te smalle fietspaden,",2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-0804,Coevorden,Rechtstreeks,Rechtstreeks,Drenthe,SRC-021,Coevorden.pdf,8,,"We benutten de strategische ligging van Coevorden als logistieke hub, in nauwe samenwerking met omliggende gemeenten en Duitsland.",T09; T11,T09: Vracht- en regionale logistiek; T11: Interbestuurlijke samenwerking,,1,1,Samenwerkingsvraag,,Nee,H14 volledige paginatekstscan
H14-0805,Coevorden,Rechtstreeks,Rechtstreeks,Drenthe,SRC-021,Coevorden.pdf,8,,"benutten we de mogelijkheden die ontstaan door de Nedersaksenlijn en zetten we in op het aantrekken en ontwikkelen van nieuwe sectoren, zodat onze economie minder afhankelijk wordt van een beperkt aantal branches.",T03,"T03: Spoor, stations, tram en metro",,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-0806,Coevorden,Rechtstreeks,Rechtstreeks,Drenthe,SRC-021,Coevorden.pdf,8,,"benutten we de mogelijkheden die ontstaan door de Nedersaksenlijn en zetten we in op het aantrekken en ontwikkelen van nieuwe sectoren, zodat onze economie minder afhankelijk wordt van een beperkt aantal branches. sluiten we ons aan bij de Drentse defensieagenda en volgen de landelijke plannen voor de versterking van Defensie om na te gaan of Coevorden daar een bijdrage in kan leveren die tegelijk versterkend werkt voor de lokale economie.",T03; T11,"T03: Spoor, stations, tram en metro; T11: Visies, programma’s en uitvoering",,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-0807,Coevorden,Rechtstreeks,Rechtstreeks,Drenthe,SRC-021,Coevorden.pdf,8,,"brengen wij vroegtijdig de ruimtelijke impact van economische groei in kaart, zodat we gericht kunnen sturen op ruimte, infrastructuur en leefkwaliteit. We benutten de strategische ligging van Coevorden als logistieke hub, in nauwe samenwerking met omliggende gemeenten en Duitsland.",T06; T09; T11,T06: Overig binnen afbakening; T09: Vracht- en regionale logistiek; T11: Interbestuurlijke samenwerking,,1,1,Samenwerkingsvraag,,Nee,H14 volledige paginatekstscan
