,,,,,,,,,,,,,,,,,,,,,
Register van alle aangetroffen bestanden,,,,,,,,,,,,,,,,,,,,,
Overgenomen uit de goedgekeurde invoercontrole; exacte bestandsnamen en classificaties blijven behouden.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
source_id,zipdeel,pad in bronset,bestandsnaam,gemeente of regio,aansluittype,regio,documenttype,bestuursperiode,pagina's,tekstkwaliteit,teksttekens,tekens/pagina,analyse_status,primair telbaar,omvang MB,SHA-256,metadata titel,versleuteld,PDF-versie,opmerking,exacte hash-doublure
SRC-068,Deel 2,part2/Renkum.pdf,Renkum.pdf,Renkum,Via regio,Regio Arnhem-Nijmegen,GEMEENTELIJKE_BRON,2026–2030,12,Goed,24750,2062.5,Gereed,Ja,2.11,cecee94c46e46bde4643d027fe56b54a134afabadda2943bf636d87cc21bd46a,Coalitieakkoord 2026-2030 Renkum: Met lef en vertrouwen,no,1.7,,Nee
SRC-069,Deel 2,part2/Rheden.pdf,Rheden.pdf,Rheden,Via regio,Regio Arnhem-Nijmegen,GEMEENTELIJKE_BRON,2026–2030,45,Goed,81433,1809.6,Gereed,Ja,2.07,94c8004b6bf6e67ea0e1f5e986503ee5e64de67f5c399e8410856ffd930831a9,,no,1.7,,Nee
SRC-070,Deel 2,part2/Rotterdam.pdf,Rotterdam.pdf,Rotterdam,Rechtstreeks,,GEMEENTELIJKE_BRON,2026–2030,76,Goed,125752,1654.6,Gereed,Ja,15.66,cf89b54ce6258b3e6a22a787f7fb33faf67dc5416bbed1a450ee78fcbc096e71,Coalitieakkoord Rotterdam 2026-2030 - Vaart maken,no,1.7,,Nee
SRC-071,Deel 2,part2/Rozendaal.pdf,Rozendaal.pdf,Rozendaal,Via regio,Regio Arnhem-Nijmegen,DUBBEL_OF_ANDERE_VERSIE,2022–2026,18,Goed,26158,1453.2,Uitgesloten – vervangen,Nee,0.39,e090652b970008d4784bce5b0fd477a00eeee509ba8ebd7acf76458eb4b6c570,,no,1.4,Oorspronkelijk akkoord 2022–2026; vervangen door SRC-093 (2026–2030).,Nee
SRC-072,Deel 2,part2/Simpelveld.pdf,Simpelveld.pdf,Simpelveld,Via regio,RMO Zuid-Limburg,GEMEENTELIJKE_BRON,2026–2030,10,Goed,21069,2106.9,Gereed,Ja,0.15,77b5cf681eb83a0398505d157d35164eb2e3cbede07d0dcda143d78ee9b7dda9,,no,1.3,,Nee
SRC-073,Deel 2,part2/Sittard-Geleen.pdf,Sittard-Geleen.pdf,Sittard-Geleen,Via regio,RMO Zuid-Limburg,GEMEENTELIJKE_BRON,2026–2030,36,Goed,42057,1168.2,Gereed,Ja,8.29,eddfd7ba358f1c29a95fcedddb588aacbb0dba89299be434656eb99660914f2b,Coalitieakkoord 2026-2030,no,1.7,,Nee
SRC-074,Deel 2,part2/Stein.pdf,Stein.pdf,Stein,Via regio,RMO Zuid-Limburg,GEMEENTELIJKE_BRON,2026–2030,35,Goed,60064,1716.1,Gereed,Ja,5.42,9e2c6eb780405d73a43792de402fe7cd42b23c36698d31508d05fed356e694a5,,no,1.7,,Nee
SRC-075,Deel 2,part2/Tilburg.pdf,Tilburg.pdf,Tilburg,Rechtstreeks,,GEMEENTELIJKE_BRON,2026–2030,78,Goed,118275,1516.3,Gereed,Ja,5.84,e538d92b0f60fd72b8db58d647d55409a7745960dd9cddeb49245bf869ce1046,,no,1.5,,Nee
SRC-076,Deel 2,part2/Urk.pdf,Urk.pdf,Urk,Rechtstreeks,,GEMEENTELIJKE_BRON,2026–2030,63,Goed,76043,1207,Gereed,Ja,13.98,a2f74210a9a38c1aacf719c43a0d472a84ac64741ea269676b0a95db7cd08289,,no,1.7,,Nee
SRC-077,Deel 2,part2/Utrecht.pdf,Utrecht.pdf,Utrecht,Rechtstreeks,,GEMEENTELIJKE_BRON,2026–2030,83,Goed,120853,1456.1,Gereed,Ja,11.55,a14f87ade3c6703fd53557d40d46960e2ece1a5b654d39f248f2b8d24e9cdeb3,Coalitieakkoord 2026-2030,no,1.7,,Nee
SRC-078,Deel 2,part2/Vaals.pdf,Vaals.pdf,Vaals,Via regio,RMO Zuid-Limburg,GEMEENTELIJKE_BRON,2026–2030,16,Goed,24324,1520.2,Gereed,Ja,1.76,d9e35c1c6291521faec3429bb8c8ee8958d1e985471b9de62fda9a5040e66ed9,,no,1.7,,Nee
SRC-079,Deel 2,part2/Valkenburg aan de Geul.pdf,Valkenburg aan de Geul.pdf,Valkenburg aan de Geul,Via regio,RMO Zuid-Limburg,GEMEENTELIJKE_BRON,2026–2030,19,Goed,45045,2370.8,Gereed,Ja,1.39,1caa95e3acd683c25562a2705b35ab399df1a5463ff2a75f15eb89db5a5aaf50,,no,1.7,,Nee
SRC-080,Deel 2,part2/Venlo.pdf,Venlo.pdf,Venlo,Rechtstreeks,,GEMEENTELIJKE_BRON,2026–2030,28,Goed,89778,3206.4,Gereed,Ja,7.63,fd8346c211558fbb61298ce1a797ee73fe4ca8b926e5a3adc80bf8c20b56fa38,Coalitieakkoord 2026-2030,no,1.7,,Nee
SRC-081,Deel 2,part2/Venray.pdf,Venray.pdf,Venray,Via regio,RMO Noord-Limburg / Trendsportal,GEMEENTELIJKE_BRON,2026–2030,28,Goed,51372,1834.7,Gereed,Ja,2.62,c0401c61da4b5f6229c713531d53647dea63f41c1bef7aaf3330de1afbc6be9b,Coalitieakkoord 2026 - 2023 Ruimte voor vooruitgang!,no,1.7,PDF-metadata bevat periodefout ‘2026-2023’; titelblad toont 2026–2030.,Nee
SRC-082,Deel 2,part2/Vijfheerenland.pdf,Vijfheerenland.pdf,Vijfheerenlanden,Rechtstreeks,,GEMEENTELIJKE_BRON,2026–2030,17,Goed,48081,2828.3,Gereed,Ja,5.81,69c7d65eb2141a220016612a6979cd508735ab1aa15ff893fc01bb2f2d0e6df5,Coalitieakkoord 2026-2030,no,1.7,Bestandsnaam mist slot-s; gekoppeld aan Vijfheerenlanden.,Nee
SRC-083,Deel 2,part2/Voerendaal.pdf,Voerendaal.pdf,Voerendaal,Via regio,RMO Zuid-Limburg,GEMEENTELIJKE_BRON,2026–2030,33,Goed,56760,1720,Gereed,Ja,0.42,f2361c9b855660331cdf331ca9c12d2b5decc5737d397dcabc389d68f4762d94,,no,1.7,Titelblad vermeldt concept (13 mei 2026); opdrachtgever bevestigt dat dit concept ongewijzigd is vastgesteld. Daarom telbaar als gemeentelijke bron.,Nee
SRC-084,Deel 2,part2/Waalwijk.pdf,Waalwijk.pdf,Waalwijk,Rechtstreeks,,GEMEENTELIJKE_BRON,2026–2030,25,Goed,52209,2088.4,Gereed,Ja,1.01,da9c9fc2a6673c9bf8feb7fb5893792243a7ec9f8b6880b23837fc5e14a4b254,,no,1.5,,Nee
SRC-085,Deel 2,part2/Westerkwartier.pdf,Westerkwartier.pdf,Westerkwartier,Via regio,Regio Groningen-Assen,GEMEENTELIJKE_BRON,2026–2030,17,Goed,43021,2530.6,Gereed,Ja,5.36,b555cb5ab472a12a53bde8c6a48fed862d91f2a1d10afda8ccedd9cf0d01e6c5,Samen zijn wij Westerkwartier,no,1.7,,Nee
SRC-086,Deel 2,part2/Westervoort.pdf,Westervoort.pdf,Westervoort,Via regio,Regio Arnhem-Nijmegen,GEMEENTELIJKE_BRON,2026–2030,9,Goed,12833,1425.9,Gereed,Ja,0.18,0ad070819fe7da213b8eaa9ed56b9454d393449d4439a09780cfc024d04c4737,,no,1.7,,Nee
SRC-087,Deel 2,part2/Westerwolde.pdf,Westerwolde.pdf,Westerwolde,Rechtstreeks,,DUBBEL_OF_ANDERE_VERSIE,2022–2026,8,Goed,12388,1548.5,Uitgesloten – vervangen,Nee,0.45,d4078215cf54b2d54804ad39020dd2f3d041cf30325590a35652feefab594098,,no,1.5,Oorspronkelijk akkoord 2022–2026; vervangen door SRC-094 (2026–2030).,Nee
SRC-088,Deel 2,part2/Wijchen.pdf,Wijchen.pdf,Wijchen,Via regio,Regio Arnhem-Nijmegen,GEMEENTELIJKE_BRON,2026–2030,23,Goed,35125,1527.2,Gereed,Ja,6.04,5b6ad8f48b1abeacf133704a4ef3d78e0ce428adcc2ebb863974bd1af1c6a105,Samen werken aan morgen,no,1.5,,Nee
SRC-089,Deel 2,part2/Zaanstad.pdf,Zaanstad.pdf,Zaanstad,Rechtstreeks,,GEMEENTELIJKE_BRON,2026–2030,41,Goed,98543,2403.5,Gereed,Ja,2.48,69836822d6967701a2daf8837b97439e0327c36144fd7c13c87cecd4ff91b72c,Coalitieakkoord 2026-2030,no,1.4,,Nee
SRC-090,Deel 2,part2/Zevenaar.pdf,Zevenaar.pdf,Zevenaar,Via regio,Regio Arnhem-Nijmegen,GEMEENTELIJKE_BRON,2026–2030,27,Goed,26566,983.9,Gereed,Ja,44.99,5a2bc45fe02983eb12b7c945114f1e84d4e08086d63bd56f8ddea95758a9da0c,,no,1.4,,Nee
SRC-091,Aanvulling 27-08-2026,supplement/Gouda_Samenlevingsakkoord_2026-2030.pdf,Gouda_Samenlevingsakkoord_2026-2030.pdf,Gouda,Rechtstreeks,,GEMEENTELIJKE_BRON,2026–2030,27,Goed,64604,2392.7,Gereed,Ja,2.8,3d64b830bcf7886f76281096b9ad592e16c76f86aee9f111fe05d0446696be7f,Samenwerken in Gouda,no,1.7,Nieuwe aanvulling; oorspronkelijk samenlevingsakkoord 2026–2030.,Nee
SRC-092,Aanvulling 27-08-2026,supplement/Overbetuwe_Coalitieakkoord_2026-2030.pdf,Overbetuwe_Coalitieakkoord_2026-2030.pdf,Overbetuwe,Via regio,Regio Arnhem-Nijmegen,GEMEENTELIJKE_BRON,2026–2030,19,Goed,32305,1700.3,Gereed,Ja,12.82,52f14a30705842a44d6ffbc4f33bb9708aa2d00b24ec41c21090668599ca9192,Coalitieakkoord Overbetuwe,no,1.4,Nieuwe aanvulling; oorspronkelijk coalitieakkoord 2026–2030.,Nee
SRC-093,Aanvulling 27-08-2026,supplement/Rozendaal_Coalitieakkoord_2026-2030.pdf,Rozendaal_Coalitieakkoord_2026-2030.pdf,Rozendaal,Via regio,Regio Arnhem-Nijmegen,GEMEENTELIJKE_BRON,2026–2030,3,Goed,4290,1430,Gereed,Ja,0.09,2e06513465543b265e51a661e8f525aec6b8ff5b40b4e16945cd4432dcbee154,,no,1.4,Actuele versie 2026–2030; vervangt SRC-071 (2022–2026).,Nee
SRC-094,Aanvulling 27-08-2026,supplement/Westerwolde_Coalitieakkoord_2026-2030.pdf,Westerwolde_Coalitieakkoord_2026-2030.pdf,Westerwolde,Rechtstreeks,,GEMEENTELIJKE_BRON,2026–2030,11,OCR,15,1.4,Nader controleren – OCR,Ja – na OCR,6.93,d5744747bda8ea6fd1aeba6e77ee06145ef00f6ee7281690e1166e63a74d3eb2,Coalitieakkoord 2026-2030 SamenWerken voor Westerwolde.pdf,no,1.5,Actuele versie 2026–2030; vervangt SRC-087. Beeld-PDF; OCR vereist vóór inhoudelijke analyse.,Nee
